sentence,text_index,text,score
4 Verordnung über das öffentliche Beschaffungswesen (ÖBV,1,TS Mindestens ein vegetarisches oder veganes Gericht pro Mahlzeit wird angeboten.,0.522896409034729
BSG 731.21) Wichtig Die Implementierung des Reglements «Gesunde Ernährung an den Bieler Betreuungsstrukturen» hat seinen Ursprung in einer städtischen Volksinitiative.,1,TS Mindestens ein vegetarisches oder veganes Gericht pro Mahlzeit wird angeboten.,0.47078919410705566
"Der politische Prozess hat gezeigt, dass sowohl eine stadteigene Produktion (interne Produktion) als auch eine Produktion durch einen privaten Anbieter (externe Produktion) in Frage kommt.",0,"TS Das Angebot umfasst eine attraktive Auswahl zur Steigerung des Konsums von Obst, Gemüse, Hülsenfrüchten, Getreide, Nüssen, Kernen/Samen und Pflanzenölen entsprechend der von der schweizerischen Lebensmittelpyramide empfohlenen Nahrungsaufnahme.",0.31138795614242554
Deshalb wird dieses Geschäft «unter Vorbehalt» als «Offenes Verfahren» öffentlich ausgeschrieben:,3,ZK Mindestens 50% des Tagesangebots sind vegetarisch (von der Gesamtzahl der salzigen Gerichte).,0.31115180253982544
"Öffentliche Submission Gesunde Ernährung «Kalte Linie Biel» in den Kitas und Tagesschulen der Stadt Biel Vergebende Stelle Stadt Biel Direktion Bildung, Kultur und Sport Abteilung Schule & Sport Zentralstrasse 60 2501 Biel Verfahrensart Offenes Verfahren gemäss Art.",0,"TS Das Angebot umfasst eine attraktive Auswahl zur Steigerung des Konsums von Obst, Gemüse, Hülsenfrüchten, Getreide, Nüssen, Kernen/Samen und Pflanzenölen entsprechend der von der schweizerischen Lebensmittelpyramide empfohlenen Nahrungsaufnahme.",0.6934025287628174
